rowid	trialNum	name	pResp	text	span	referent	flowers	color
8400	13	Minu	6	orange centre			6:12, 3:9, 7:8, 8:6, 9:5, 4:1	yellow
8403	14	Laju	2	bleeding center			4:10, 3:8, 5:6, 1:4, 2:3, 9:1	yellow
8404	14	Minu	4	i take 8 bunch			4:10, 3:8, 5:6, 1:4, 2:3, 9:1	yellow
8406	14	Repi	3	sunflower			4:10, 3:8, 5:6, 1:4, 2:3, 9:1	yellow
8409	15	Laju	3	sunflower			3:10, 5:9, 2:5, 7:4, 8:3, 9:1	yellow
8410	15	Minu	5	3			3:10, 5:9, 2:5, 7:4, 8:3, 9:1	yellow
8414	16	Laju	8	4 flowers			1:11, 9:9, 8:8, 3:5, 2:4, 7:3	yellow
8415	16	Minu	1	red edges			1:11, 9:9, 8:8, 3:5, 2:4, 7:3	yellow
8419	17	Minu	10	sun			4:12, 10:9, 5:8, 6:7, 3:5, 1:1	yellow
8420	17	Laju	4	clump of flowers			4:12, 10:9, 5:8, 6:7, 3:5, 1:1	yellow
8424	18	Laju	10	sunflower looking ball of flower			10:11, 7:9, 9:7, 2:6, 5:5, 3:3	yellow
8425	18	Minu	7	6 petal dark background			10:11, 7:9, 9:7, 2:6, 5:5, 3:3	yellow
8429	19	Minu	8	4			8:12, 5:8, 6:7, 1:4, 7:2, 9:1	yellow
8430	19	Laju	5	3			8:12, 5:8, 6:7, 1:4, 7:2, 9:1	yellow
8434	20	Minu	9	2			5:11, 9:9, 12:7, 11:5, 8:3, 6:1	yellow
8435	20	Laju	5	3			5:11, 9:9, 12:7, 11:5, 8:3, 6:1	yellow
8439	21	Minu	11	wilted			7:11, 1:8, 11:7, 6:6, 12:5, 3:3	yellow
8440	21	Laju	7	one big yellow flower			7:11, 1:8, 11:7, 6:6, 12:5, 3:3	yellow
8444	22	Laju	7	one big yellow flower			2:10, 7:9, 6:7, 12:6, 4:4, 9:2	yellow
8445	22	Minu	2	red centre			2:10, 7:9, 6:7, 12:6, 4:4, 9:2	yellow
8449	23	Laju	11	wilted			2:12, 7:9, 12:7, 3:6, 8:5, 11:4	yellow
8450	23	Minu	2	red centre			2:12, 7:9, 12:7, 3:6, 8:5, 11:4	yellow
8454	0	Minu	10	Anybody have price info for the rose?			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8455	0	Repi	11	It is lower.			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8456	0	Laju	2	yep			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8457	0	Minu	10	http://18.236.89.81:3000/experiment/yellow_similar/image_06298.jpg			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8458	0	Repi	11	What image did you select, Laju?			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8459	0	Minu	10	what about this one?			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8460	0	Minu	10	is it lower?			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8461	0	Repi	11	I do not know which one that is?			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8462	0	Laju	2	its highest			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8463	0	Laju	2	for me at leas t			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8464	0	Minu	10	okay thanks			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8465	0	Repi	11	I am going to choose the flower with the droopy looking petals. Is that okay?			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8466	0	Laju	2	yes			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8467	0	Minu	10	so we should try and share our picks to avoid having duplicates			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8468	0	Repi	11	yes			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8470	0	Laju	2	choose the one you sent the image Minu			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8471	0	Repi	11	yes			10:12, 2:8, 6:7, 11:5, 5:4, 1:3	yellow
8473	1	Minu	9	i will pick the daffodil			9:10, 3:9, 8:8, 10:6, 11:4, 7:1	yellow
8474	1	Laju	8	ok			9:10, 3:9, 8:8, 10:6, 11:4, 7:1	yellow
8476	1	Repi	3	I will choose the one that looks like a sunflower.			9:10, 3:9, 8:8, 10:6, 11:4, 7:1	yellow
8477	1	Laju	8	ok			9:10, 3:9, 8:8, 10:6, 11:4, 7:1	yellow
8478	1	Minu	9	Is anybody missing any images			9:10, 3:9, 8:8, 10:6, 11:4, 7:1	yellow
8481	2	Laju	11	the sunflower looking one is lowest for me			11:10, 12:9, 2:5, 7:4, 6:3, 3:2	yellow
8482	2	Repi	2	I am missing the droopy petal flower			11:10, 12:9, 2:5, 7:4, 6:3, 3:2	yellow
8483	2	Repi	2	me too			11:10, 12:9, 2:5, 7:4, 6:3, 3:2	yellow
8484	2	Laju	11	its pretty high value the droopy one			11:10, 12:9, 2:5, 7:4, 6:3, 3:2	yellow
8485	2	Minu	12	the droopy one is low			11:10, 12:9, 2:5, 7:4, 6:3, 3:2	yellow
8486	2	Laju	11	o			11:10, 12:9, 2:5, 7:4, 6:3, 3:2	yellow
8487	2	Repi	2	I will choose the one with the reddish middle. Is that okay?			11:10, 12:9, 2:5, 7:4, 6:3, 3:2	yellow
8488	2	Laju	11	yes			11:10, 12:9, 2:5, 7:4, 6:3, 3:2	yellow
8489	2	Minu	12	i will pick the one that looks like a rose			11:10, 12:9, 2:5, 7:4, 6:3, 3:2	yellow
8493	3	Minu	3	Anybody have a price for the rose?			11:10, 10:7, 3:5, 9:4, 12:3, 6:2	yellow
8494	3	Repi	11	it is low			11:10, 10:7, 3:5, 9:4, 12:3, 6:2	yellow
8495	3	Laju	10	ya			11:10, 10:7, 3:5, 9:4, 12:3, 6:2	yellow
8496	3	Repi	11	I will choose the droopy one			11:10, 10:7, 3:5, 9:4, 12:3, 6:2	yellow
8497	3	Repi	11	it is high			11:10, 10:7, 3:5, 9:4, 12:3, 6:2	yellow
8498	3	Laju	10	ya			11:10, 10:7, 3:5, 9:4, 12:3, 6:2	yellow
8499	3	Minu	3	I will pick the sunflower one?			11:10, 10:7, 3:5, 9:4, 12:3, 6:2	yellow
8503	4	Minu	12	I will pick the rose it is high			12:10, 4:9, 3:7, 2:4, 7:3, 1:2	yellow
8505	4	Repi	4	I will choose the group of flowers			12:10, 4:9, 3:7, 2:4, 7:3, 1:2	yellow
8506	4	Laju	3	the one with multiple flowers is high			12:10, 4:9, 3:7, 2:4, 7:3, 1:2	yellow
8507	4	Laju	3	ya			12:10, 4:9, 3:7, 2:4, 7:3, 1:2	yellow
8509	4	Minu	12	Next highest is the sunflower one for me			12:10, 4:9, 3:7, 2:4, 7:3, 1:2	yellow
8510	4	Repi	4	yes			12:10, 4:9, 3:7, 2:4, 7:3, 1:2	yellow
8511	4	Laju	3	ok ill pick that			12:10, 4:9, 3:7, 2:4, 7:3, 1:2	yellow
8513	5	Laju	3	the sunflower is really high			3:12, 7:8, 9:7, 10:6, 8:3, 6:2	yellow
8514	5	Minu	9	I will pick the daffodil			3:12, 7:8, 9:7, 10:6, 8:3, 6:2	yellow
8516	5	Repi	7	Laju, you pick sunflower?			3:12, 7:8, 9:7, 10:6, 8:3, 6:2	yellow
8517	5	Laju	3	i can			3:12, 7:8, 9:7, 10:6, 8:3, 6:2	yellow
8519	5	Repi	7	okay, i will get next highest.			3:12, 7:8, 9:7, 10:6, 8:3, 6:2	yellow
8521	6	Minu	1	i will pick the rose			10:10, 11:9, 1:8, 12:7, 5:6, 3:2	yellow
8523	6	Laju	11	the droopy one is pretty high			10:10, 11:9, 1:8, 12:7, 5:6, 3:2	yellow
8524	6	Repi	10	i will pick daffodil			10:10, 11:9, 1:8, 12:7, 5:6, 3:2	yellow
8527	7	Minu	9	i will pick daffodil			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8529	7	Laju	8	how much is the one with red in the middle			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8530	7	Repi	12	low			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8531	7	Minu	9	that one is low for me			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8532	7	Laju	8	ok			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8533	7	Repi	12	i dont have the daffodill			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8534	7	Minu	9	the one with lots of flowers is high			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8535	7	Laju	8	ya			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8536	7	Minu	9	pick that one?			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8537	7	Laju	8	i might pick the rose looking one			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8538	7	Repi	12	i will pick the one with the point in the middle and poointy petals. is that okay?			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8539	7	Minu	9	yeah okay			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8540	7	Minu	9	I think i have that one			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8541	7	Minu	9	sorry			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8542	7	Laju	8	i can pick the multiple flower one			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8543	7	Minu	9	great			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8545	7	Minu	9	we are working well together			9:11, 8:7, 12:6, 2:3, 6:2, 3:1	yellow
8547	8	Repi	8	we do work well together			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8548	8	Minu	5	i'm missing a price for the two photos with lots of flowers in them			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8549	8	Repi	8	it is high			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8550	8	Laju	1	ya			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8551	8	Repi	8	choose that one			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8552	8	Minu	5	what about the one with 4 flowers?			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8553	8	Repi	8	middle			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8554	8	Minu	5	3 flowers?			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8555	8	Minu	5	is that high?			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8556	8	Repi	8	yes			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8557	8	Laju	1	very			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8559	8	Minu	5	I picked that one cheers			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8560	8	Laju	1	what about the rose			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8561	8	Minu	5	rose is very high			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8562	8	Repi	8	its high			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8563	8	Minu	5	*high			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8564	8	Laju	1	ok			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8565	8	Repi	8	i will choose the group of four			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8566	8	Minu	5	awesome			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8567	8	Laju	1	ok			5:12, 1:9, 8:8, 12:5, 2:3, 9:1	yellow
8570	9	Repi	1	i will choose rose			9:10, 1:9, 3:7, 2:6, 6:3, 4:1	yellow
8571	9	Laju	9	ok			9:10, 1:9, 3:7, 2:6, 6:3, 4:1	yellow
8573	9	Minu	3	is the sunflower one high?			9:10, 1:9, 3:7, 2:6, 6:3, 4:1	yellow
8574	9	Repi	1	sunflower is in middle			9:10, 1:9, 3:7, 2:6, 6:3, 4:1	yellow
8575	9	Minu	3	i'll pick that one?			9:10, 1:9, 3:7, 2:6, 6:3, 4:1	yellow
8576	9	Repi	1	okay			9:10, 1:9, 3:7, 2:6, 6:3, 4:1	yellow
8579	10	Repi	10	i will choose daffodil			10:10, 9:9, 4:5, 1:4, 5:3, 11:2	yellow
8580	10	Minu	10	is the rose high?			10:10, 9:9, 4:5, 1:4, 5:3, 11:2	yellow
8581	10	Repi	10	no its lowe			10:10, 9:9, 4:5, 1:4, 5:3, 11:2	yellow
8582	10	Laju	4	the one with alot of flowers is the highest for me			10:10, 9:9, 4:5, 1:4, 5:3, 11:2	yellow
8583	10	Minu	10	you could pick that one?			10:10, 9:9, 4:5, 1:4, 5:3, 11:2	yellow
8584	10	Repi	10	daffodil is highest for me ill choose it			10:10, 9:9, 4:5, 1:4, 5:3, 11:2	yellow
8589	11	Laju	10	the sunflower is highest for me			3:11, 11:8, 6:4, 8:3, 10:2, 7:1	yellow
8590	11	Minu	3	i picked the sunflower			3:11, 11:8, 6:4, 8:3, 10:2, 7:1	yellow
8591	11	Laju	10	ok			3:11, 11:8, 6:4, 8:3, 10:2, 7:1	yellow
8592	11	Repi	11	i will choose droopy one			3:11, 11:8, 6:4, 8:3, 10:2, 7:1	yellow
8593	11	Laju	10	ok			3:11, 11:8, 6:4, 8:3, 10:2, 7:1	yellow
8594	11	Minu	3	cool			3:11, 11:8, 6:4, 8:3, 10:2, 7:1	yellow
8597	12	Laju	7	the rose is highest for me			12:12, 1:8, 3:6, 7:5, 9:4, 4:3	yellow
8598	12	Minu	12	i will pick one that looks like a rose			12:12, 1:8, 3:6, 7:5, 9:4, 4:3	yellow
8600	12	Laju	7	how high is the sunflower			12:12, 1:8, 3:6, 7:5, 9:4, 4:3	yellow
8601	12	Minu	12	its high			12:12, 1:8, 3:6, 7:5, 9:4, 4:3	yellow
8602	12	Minu	12	sorry it's middle			12:12, 1:8, 3:6, 7:5, 9:4, 4:3	yellow
8603	12	Minu	12	Laju if you pick the rose?			12:12, 1:8, 3:6, 7:5, 9:4, 4:3	yellow
8604	12	Laju	7	the other one that looks like a rose?			12:12, 1:8, 3:6, 7:5, 9:4, 4:3	yellow
8605	12	Minu	12	nope thats the one i picked			12:12, 1:8, 3:6, 7:5, 9:4, 4:3	yellow
8606	12	Minu	12	the rose is free			12:12, 1:8, 3:6, 7:5, 9:4, 4:3	yellow
8607	12	Repi	3	i wiI will pick the sunflower			12:12, 1:8, 3:6, 7:5, 9:4, 4:3	yellow
8608	12	Minu	12	cool			12:12, 1:8, 3:6, 7:5, 9:4, 4:3	yellow
8611	13	Repi	3	i got sunflower			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8612	13	Laju	5	ok			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8614	13	Minu	7	cool			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8615	13	Laju	5	what about the three flower one			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8616	13	Repi	3	middle			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8617	13	Minu	7	middle			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8618	13	Laju	5	ok			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8619	13	Laju	5	what about the one with the clover petals			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8620	13	Minu	7	you could go with that one?			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8621	13	Repi	3	that one is good			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8622	13	Minu	7	it's high			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8623	13	Laju	5	ok			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8624	13	Laju	5	i can pick the three flower one			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8626	13	Minu	7	I'll pick clover one?			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8627	13	Laju	5	ya			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8628	13	Repi	3	okay			3:12, 7:7, 5:5, 1:4, 10:3, 6:1	yellow
8630	14	Laju	6	the orchid is really high			6:11, 4:9, 11:8, 5:7, 9:3, 8:2	yellow
8631	14	Minu	5	i will pick 3 flower one			6:11, 4:9, 11:8, 5:7, 9:3, 8:2	yellow
8633	14	Laju	6	ok			6:11, 4:9, 11:8, 5:7, 9:3, 8:2	yellow
8634	14	Minu	5	you can go orchid?			6:11, 4:9, 11:8, 5:7, 9:3, 8:2	yellow
8635	14	Laju	6	ya			6:11, 4:9, 11:8, 5:7, 9:3, 8:2	yellow
8636	14	Minu	5	cool			6:11, 4:9, 11:8, 5:7, 9:3, 8:2	yellow
8638	14	Repi	4	I will pick the droopy one?			6:11, 4:9, 11:8, 5:7, 9:3, 8:2	yellow
8639	14	Laju	6	the one with the most flowers is pretty high too			6:11, 4:9, 11:8, 5:7, 9:3, 8:2	yellow
8640	14	Minu	5	yeah			6:11, 4:9, 11:8, 5:7, 9:3, 8:2	yellow
8641	14	Minu	5	most flowers looks good pick			6:11, 4:9, 11:8, 5:7, 9:3, 8:2	yellow
8642	14	Laju	6	I don't know how much is the droopy one			6:11, 4:9, 11:8, 5:7, 9:3, 8:2	yellow
8643	14	Repi	4	i will pick the one with most flowers			6:11, 4:9, 11:8, 5:7, 9:3, 8:2	yellow
8644	14	Laju	6	ok			6:11, 4:9, 11:8, 5:7, 9:3, 8:2	yellow
8647	15	Laju	10	the droopy one is the highest for me			11:11, 10:8, 8:7, 7:6, 5:4, 12:3	yellow
8648	15	Minu	11	droopy one picked			11:11, 10:8, 8:7, 7:6, 5:4, 12:3	yellow
8649	15	Laju	10	ok			11:11, 10:8, 8:7, 7:6, 5:4, 12:3	yellow
8650	15	Repi	8	i will pick the one with four flowers			11:11, 10:8, 8:7, 7:6, 5:4, 12:3	yellow
8651	15	Minu	11	4 flowers is good			11:11, 10:8, 8:7, 7:6, 5:4, 12:3	yellow
8652	15	Laju	10	ok			11:11, 10:8, 8:7, 7:6, 5:4, 12:3	yellow
8655	16	Laju	3	the sunflower is the highest for me			3:12, 8:9, 6:8, 11:7, 4:4, 7:1	yellow
8656	16	Repi	11	i will pick the droopy one			3:12, 8:9, 6:8, 11:7, 4:4, 7:1	yellow
8657	16	Laju	3	ok			3:12, 8:9, 6:8, 11:7, 4:4, 7:1	yellow
8658	16	Minu	8	4 flowers			3:12, 8:9, 6:8, 11:7, 4:4, 7:1	yellow
8662	17	Repi	7	i will pick the clover petal one			10:12, 12:8, 7:6, 1:5, 4:4, 3:1	yellow
8663	17	Minu	1	cool			10:12, 12:8, 7:6, 1:5, 4:4, 3:1	yellow
8664	17	Laju	10	ok			10:12, 12:8, 7:6, 1:5, 4:4, 3:1	yellow
8667	17	Minu	1	i went with rose			10:12, 12:8, 7:6, 1:5, 4:4, 3:1	yellow
8668	17	Laju	10	ok			10:12, 12:8, 7:6, 1:5, 4:4, 3:1	yellow
8670	18	Repi	10	i will pick daffodil			10:11, 4:9, 2:6, 3:5, 9:4, 1:3	yellow
8671	18	Minu	4	i'll pick one with lot of flowers			10:11, 4:9, 2:6, 3:5, 9:4, 1:3	yellow
8675	19	Minu	8	i will pick 4 flowers			2:10, 4:9, 8:8, 5:7, 6:3, 1:2	yellow
8677	19	Repi	2	i will pick one with red middle			2:10, 4:9, 8:8, 5:7, 6:3, 1:2	yellow
8679	19	Minu	8	cool			2:10, 4:9, 8:8, 5:7, 6:3, 1:2	yellow
8681	20	Minu	9	is the rose high?			9:10, 2:9, 8:5, 12:4, 3:3, 1:1	yellow
8682	20	Repi	2	i will pick one with red middle			9:10, 2:9, 8:5, 12:4, 3:3, 1:1	yellow
8683	20	Minu	9	cool			9:10, 2:9, 8:5, 12:4, 3:3, 1:1	yellow
8684	20	Repi	2	no its lowe			9:10, 2:9, 8:5, 12:4, 3:3, 1:1	yellow
8685	20	Laju	8	no the rose is lowest for me			9:10, 2:9, 8:5, 12:4, 3:3, 1:1	yellow
8688	20	Minu	9	i went for daffodil one			9:10, 2:9, 8:5, 12:4, 3:3, 1:1	yellow
8689	20	Laju	8	how is the sunflower one			9:10, 2:9, 8:5, 12:4, 3:3, 1:1	yellow
8690	20	Minu	9	it's low			9:10, 2:9, 8:5, 12:4, 3:3, 1:1	yellow
8691	20	Repi	2	low			9:10, 2:9, 8:5, 12:4, 3:3, 1:1	yellow
8692	20	Minu	9	4 flowers is next best			9:10, 2:9, 8:5, 12:4, 3:3, 1:1	yellow
8693	20	Repi	2	four flowers is okay			9:10, 2:9, 8:5, 12:4, 3:3, 1:1	yellow
8694	20	Laju	8	ok			9:10, 2:9, 8:5, 12:4, 3:3, 1:1	yellow
8696	21	Laju	2	the one with red in the middle is high			2:11, 6:7, 7:6, 1:5, 4:3, 11:2	yellow
8697	21	Repi	7	i will pick clover petal			2:11, 6:7, 7:6, 1:5, 4:3, 11:2	yellow
8699	21	Laju	2	ok			2:11, 6:7, 7:6, 1:5, 4:3, 11:2	yellow
8701	21	Laju	2	which one did you pick Minu			2:11, 6:7, 7:6, 1:5, 4:3, 11:2	yellow
8702	21	Minu	6	i went for one with red dots in middle			2:11, 6:7, 7:6, 1:5, 4:3, 11:2	yellow
8704	22	Laju	12	the rose one is middle			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8705	22	Minu	9	is rose high?			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8706	22	Minu	9	ah okay			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8707	22	Repi	1	sunflower?			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8708	22	Minu	9	i will pick daffodil			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8710	22	Laju	12	what about the three flower one			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8711	22	Repi	1	low			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8712	22	Minu	9	low			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8713	22	Laju	12	ok			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8714	22	Repi	1	i will pick rose			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8715	22	Minu	9	cool			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8717	22	Laju	12	the one with the orange to it			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8718	22	Laju	12	you picked			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8719	22	Repi	1	yes			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8720	22	Laju	12	ok			9:12, 1:7, 12:5, 3:4, 4:3, 5:1	yellow
8722	23	Repi	4	last one!			4:11, 12:9, 9:6, 8:4, 5:3, 3:2	yellow
8723	23	Laju	8	yep!			4:11, 12:9, 9:6, 8:4, 5:3, 3:2	yellow
8724	23	Minu	9	yeah we did well haha			4:11, 12:9, 9:6, 8:4, 5:3, 3:2	yellow
8725	23	Repi	4	ill choose multiple			4:11, 12:9, 9:6, 8:4, 5:3, 3:2	yellow
8726	23	Minu	9	i will pick daffodil			4:11, 12:9, 9:6, 8:4, 5:3, 3:2	yellow
8727	23	Laju	8	the one with the most flowers is the most			4:11, 12:9, 9:6, 8:4, 5:3, 3:2	yellow
8729	23	Repi	4	we did do well			4:11, 12:9, 9:6, 8:4, 5:3, 3:2	yellow
8730	23	Repi	4	im choosing the one with the most flowers			4:11, 12:9, 9:6, 8:4, 5:3, 3:2	yellow
8732	23	Laju	8	ok			4:11, 12:9, 9:6, 8:4, 5:3, 3:2	yellow
8733	23	Minu	9	cool			4:11, 12:9, 9:6, 8:4, 5:3, 3:2	yellow
8736	0	Repi	12	The four bubble ones is best for me			8:12, 11:9, 12:8, 10:4, 9:3, 2:1	yellow
8737	0	Repi	12	Does that work?			8:12, 11:9, 12:8, 10:4, 9:3, 2:1	yellow
8738	0	Minu	8	me too but the huge one is good too			8:12, 11:9, 12:8, 10:4, 9:3, 2:1	yellow
8739	0	Laju	11	the one with the greenest grass is best for me			8:12, 11:9, 12:8, 10:4, 9:3, 2:1	yellow
8740	0	Laju	11	not sure how else to describe it			8:12, 11:9, 12:8, 10:4, 9:3, 2:1	yellow
8741	0	Repi	12	Yes laju select that one			8:12, 11:9, 12:8, 10:4, 9:3, 2:1	yellow
8743	0	Repi	12	Which one did you pick Minu?			8:12, 11:9, 12:8, 10:4, 9:3, 2:1	yellow
8744	0	Minu	8	its a good  selection			8:12, 11:9, 12:8, 10:4, 9:3, 2:1	yellow
8745	0	Repi	12	Which one?			8:12, 11:9, 12:8, 10:4, 9:3, 2:1	yellow
8746	0	Repi	12	Describe it?			8:12, 11:9, 12:8, 10:4, 9:3, 2:1	yellow
8747	0	Laju	11	minu is it okay if repi picks the four bubble one? or did you pick that one?			8:12, 11:9, 12:8, 10:4, 9:3, 2:1	yellow
8748	0	Minu	8	I did#			8:12, 11:9, 12:8, 10:4, 9:3, 2:1	yellow
8749	0	Repi	12	Okay I will select the big yellow flower			8:12, 11:9, 12:8, 10:4, 9:3, 2:1	yellow
8753	1	Repi	6	It is best if I pick the yellow one with 4 leaves and orange center?			6:12, 12:9, 1:8, 3:7, 4:4, 5:1	yellow
8754	1	Repi	6	Let's discuss before we pick?			6:12, 12:9, 1:8, 3:7, 4:4, 5:1	yellow
8755	1	Laju	12	oops I didn't mean to select one right away			6:12, 12:9, 1:8, 3:7, 4:4, 5:1	yellow
8756	1	Laju	12	I picked the one that looks most like a rose			6:12, 12:9, 1:8, 3:7, 4:4, 5:1	yellow
8757	1	Repi	6	Which one did you both pick?			6:12, 12:9, 1:8, 3:7, 4:4, 5:1	yellow
8758	1	Repi	6	Okay			6:12, 12:9, 1:8, 3:7, 4:4, 5:1	yellow
8759	1	Minu	12	I got the big onewith the pale centre			6:12, 12:9, 1:8, 3:7, 4:4, 5:1	yellow
8761	2	Repi	12	I want big one takes up most the screen			3:10, 9:9, 12:6, 10:4, 1:3, 2:2	yellow
8762	2	Laju	3	the sunflower looking one is the best for me			3:10, 9:9, 12:6, 10:4, 1:3, 2:2	yellow
8763	2	Minu	9	traditional daffodil for me			3:10, 9:9, 12:6, 10:4, 1:3, 2:2	yellow
8765	2	Repi	12	Perfect			3:10, 9:9, 12:6, 10:4, 1:3, 2:2	yellow
8768	3	Repi	11	I want the yellow one with drooping leaves			11:11, 5:8, 10:5, 2:3, 7:2, 8:1	yellow
8769	3	Minu	5	trio of daisies for me			11:11, 5:8, 10:5, 2:3, 7:2, 8:1	yellow
8770	3	Repi	11	Perfect			11:11, 5:8, 10:5, 2:3, 7:2, 8:1	yellow
8773	3	Laju	10	okay those are also the best ones for me so I'll pick the third best			11:11, 5:8, 10:5, 2:3, 7:2, 8:1	yellow
8775	4	Repi	2	The one with red/pink center is best for me			7:11, 4:9, 2:8, 12:6, 3:4, 5:2	yellow
8776	4	Minu	4	blurry ensemble for me			7:11, 4:9, 2:8, 12:6, 3:4, 5:2	yellow
8779	4	Laju	7	the one with a single visible stem is best for me, is that the one you picked minu?			7:11, 4:9, 2:8, 12:6, 3:4, 5:2	yellow
8780	4	Minu	4	do it			7:11, 4:9, 2:8, 12:6, 3:4, 5:2	yellow
8783	5	Repi	4	I want the bunch of tiny flowers			4:10, 7:8, 3:7, 2:6, 1:5, 6:2	yellow
8784	5	Laju	3	again the one with the single visible stem is best for me			4:10, 7:8, 3:7, 2:6, 1:5, 6:2	yellow
8785	5	Laju	3	which one did you pick minu?			4:10, 7:8, 3:7, 2:6, 1:5, 6:2	yellow
8787	5	Minu	4	oops			4:10, 7:8, 3:7, 2:6, 1:5, 6:2	yellow
